asset_id,attribute_count,attribute_count_rarity_score,DNA_attribute,DNA_rarity_score,Eye_Color_attribute,Eye_Color_rarity_score,Clothing_attribute,Clothing_rarity_score,Jewelry_attribute,Jewelry_rarity_score,Type_attribute,Type_rarity_score,Hair_attribute,Hair_rarity_score,Back_attribute,Back_rarity_score,Mouth_attribute,Mouth_rarity_score,Accessories_attribute,Accessories_rarity_score,Eyewear_attribute,Eyewear_rarity_score,Facial_Feature_attribute,Facial_Feature_rarity_score,Helmet_attribute,Helmet_rarity_score,overall_rarity_score
8654,6,0.0,Robot,0.0,,-0.0,PNK HiTECH Gown,0.0,,-0.0,MK1,0.0,BRWN Unkept,0.0,,-0.0,ROBO,0.0,,-0.0,Cyber Eyes,0.0,,-0.0,,-0.0,0.0
8655,4,0.0,Robot,0.0,,-0.0,888 POLO,0.0,,-0.0,,-0.0,PNK Curtains,0.0,,-0.0,,-0.0,,-0.0,BILLIONAIRE,0.0,,-0.0,,-0.0,0.0
8656,5,0.0,Demon,0.0,,-0.0,BLU BLW UP JCKT,0.0,RBY CBLE,0.0,DRK,0.0,TEAL Spiked,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8657,6,0.0,Human,0.0,BRWN,0.0,BLCK Tee,0.0,CHRM,0.0,,-0.0,GRN Cyber Cat,0.0,,-0.0,,-0.0,,-0.0,,-0.0,BCODE TAT,0.0,,-0.0,0.0
8658,5,0.0,Human,0.0,PNK-BLU,0.0,V1 BLU SKL GRL,0.0,,-0.0,,-0.0,BLCK-GRN Tiara,0.0,,-0.0,,-0.0,,-0.0,,-0.0,Angry TAT,0.0,,-0.0,0.0
8659,4,0.0,Human,0.0,BRWN,0.0,28 JCKT,0.0,,-0.0,,-0.0,NVY DRDZ,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8660,4,0.0,Robot,0.0,,-0.0,PNK HAWAIIAN Shirt,0.0,,-0.0,,-0.0,BLU Long,0.0,,-0.0,ICED GRILLS,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8661,4,0.0,Robot,0.0,,-0.0,BLU HAWAIIAN Shirt,0.0,,-0.0,,-0.0,WHT Curtains,0.0,,-0.0,,-0.0,,-0.0,BTC,0.0,,-0.0,,-0.0,0.0
8662,5,0.0,Robot,0.0,,-0.0,PURP CAMO PFA JCKT,0.0,,-0.0,,-0.0,GRN Cyber Dreads,0.0,,-0.0,Gas Mask,0.0,GLD STUD,0.0,,-0.0,,-0.0,,-0.0,0.0
8663,7,0.0,Human,0.0,BLU CRYSTL,0.0,GRN Tech JCKT,0.0,SG-PDLCK,0.0,STONED,0.0,YU-BRED,0.0,,-0.0,,-0.0,,-0.0,BILLIONAIRE,0.0,,-0.0,,-0.0,0.0
8664,4,0.0,Human,0.0,BRWN,0.0,CLNX Tee,0.0,,-0.0,,-0.0,BLND Fro,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8665,5,0.0,Robot,0.0,,-0.0,WHT KBA JCKT,0.0,PURP Two Piece,0.0,,-0.0,PURP BRDZ,0.0,,-0.0,RD DRGN Mask,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8666,7,0.0,Human,0.0,PNK-BLU,0.0,GRN Tech JCKT,0.0,SG-PDLCK,0.0,STONED,0.0,PURP Hacker,0.0,,-0.0,RNBW GRILLZ,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8667,6,0.0,Human,0.0,BLU,0.0,Blade Melt Tee,0.0,PNK ZK-BEADZ,0.0,,-0.0,Fro,0.0,,-0.0,,-0.0,,-0.0,,-0.0,SMLY TAT,0.0,,-0.0,0.0
8668,4,0.0,Angel,0.0,,-0.0,ORNG HiTECH Dress,0.0,,-0.0,,-0.0,LLC Ponytail,0.0,Deity Arms,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8669,7,0.0,Robot,0.0,WIDE-OPEN,0.0,BLCK Jellyfish Tee,0.0,ICED G-Link,0.0,MURAKAMI DRIP,0.0,PNK Pilot,0.0,BLCK UNDRWRLD WINGZ,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8670,7,0.0,Human,0.0,PNK,0.0,V4 WHT SKL GRL,0.0,,-0.0,,-0.0,YU-BLCK,0.0,,-0.0,Angry,0.0,,-0.0,3D,0.0,Angry TAT,0.0,,-0.0,0.0
8671,3,0.0,Robot,0.0,,-0.0,RCS Tee,0.0,MRBLE G-Link,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8672,6,0.0,Human,0.0,YLLW,0.0,BLU Tech JCKT,0.0,,-0.0,STONED,0.0,WHT Curtains,0.0,,-0.0,Mustache,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8673,5,0.0,Human,0.0,GRN,0.0,GRN TCTL Vest,0.0,,-0.0,,-0.0,RD Hairclip,0.0,,-0.0,,-0.0,,-0.0,,-0.0,BCODE TAT,0.0,,-0.0,0.0
8674,5,0.0,Robot,0.0,,-0.0,MONO Tee,0.0,,-0.0,,-0.0,PURP Head Scarf,0.0,Energy Wings,0.0,,-0.0,,-0.0,DRIP VISION,0.0,,-0.0,,-0.0,0.0
8675,5,0.0,Human,0.0,BRWN,0.0,RD BBL Vest,0.0,S-HIRE G-Link,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,SKULL WEBZ TAT,0.0,,-0.0,0.0
8676,8,0.0,Human,0.0,GRN Breezy,0.0,BLCK Utility Vest,0.0,GLD CBLE,0.0,MURAKAMI DRIP,0.0,Flower Hat,0.0,,-0.0,,-0.0,,-0.0,Cyber Eye Patch,0.0,TRi War TAT,0.0,,-0.0,0.0
8677,5,0.0,Human,0.0,AWAKEN,0.0,WHT Jellyfish Tee,0.0,,-0.0,MURAKAMI DRIP,0.0,YU-BLU,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8678,5,0.0,Human,0.0,BLU,0.0,PNK HiTECH Gown,0.0,,-0.0,,-0.0,RD DRDZ,0.0,,-0.0,Bubble,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8679,8,0.0,Human,0.0,BRWN,0.0,MONO Tee,0.0,DRIP CHRM,0.0,MURAKAMI DRIP,0.0,BLU KO2 Tiara,0.0,,-0.0,Jagged RNBW,0.0,,-0.0,,-0.0,META TAT,0.0,,-0.0,0.0
8680,6,0.0,Human,0.0,BLU,0.0,BLU BLW UP JCKT,0.0,SG-PDLCK,0.0,,-0.0,RD Stylish,0.0,,-0.0,,-0.0,VVS STUD,0.0,,-0.0,,-0.0,,-0.0,0.0
8681,5,0.0,Human,0.0,YLLW,0.0,PURP HiTECH Dress,0.0,,-0.0,,-0.0,Kawaii,0.0,,-0.0,,-0.0,,-0.0,3D,0.0,,-0.0,,-0.0,0.0
8682,5,0.0,Human,0.0,PNK-BLU,0.0,PURP Utility Vest,0.0,,-0.0,,-0.0,RD Hairclip,0.0,,-0.0,ROBO,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8683,5,0.0,Human,0.0,PURP,0.0,SPACE TRIP Tee,0.0,,-0.0,,-0.0,WHT Turban,0.0,,-0.0,,-0.0,,-0.0,,-0.0,SAD TAT,0.0,,-0.0,0.0
8684,3,0.0,Demon,0.0,,-0.0,LIME GANG,0.0,,-0.0,,-0.0,BLCK Spike,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8685,8,0.0,Human,0.0,PNK-BLU,0.0,BLCK-BLK Waistcoat,0.0,,-0.0,,-0.0,PURP Curtains,0.0,,-0.0,Angry,0.0,GLD Round,0.0,BTC,0.0,CLNX TAT,0.0,,-0.0,0.0
8686,5,0.0,Human,0.0,GRN,0.0,CAMO BBL Vest,0.0,SG-PDLCK,0.0,,-0.0,BRED Visor,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8687,8,0.0,Human,0.0,SPINNING,0.0,WHT Jellyfish Tee,0.0,VVS PANDA,0.0,MURAKAMI DRIP,0.0,BLCK Quiff,0.0,,-0.0,SMILEY RNBW,0.0,,-0.0,Cyborg V1,0.0,,-0.0,,-0.0,0.0
8688,4,0.0,Robot,0.0,,-0.0,V2 BLCK SKL GRL,0.0,,-0.0,MK-BLCK,0.0,RD Pigtails,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8689,4,0.0,Robot,0.0,,-0.0,ORNG FRSH Shirt,0.0,,-0.0,,-0.0,BLCK Shape Up,0.0,,-0.0,ICED GRILLS,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8690,5,0.0,Robot,0.0,,-0.0,Job Tee,0.0,Hi-TECH CBLE,0.0,,-0.0,BLCK Cap,0.0,,-0.0,,-0.0,,-0.0,BTC,0.0,,-0.0,,-0.0,0.0
8691,4,0.0,Human,0.0,BLU CRYSTL,0.0,GRN Tech JCKT,0.0,,-0.0,,-0.0,PNK Beret Braids,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8692,5,0.0,Robot,0.0,,-0.0,JS HOODIE,0.0,Hi-TECH CBLE,0.0,,-0.0,BLND Flower Wreath,0.0,,-0.0,,-0.0,,-0.0,Snow Storm,0.0,,-0.0,,-0.0,0.0
8693,7,0.0,Human,0.0,CLSD YLLW,0.0,WHT PNK Fur Coat,0.0,PNK ZK-BEADZ,0.0,,-0.0,BRWN Buns,0.0,,-0.0,Bubblegum,0.0,,-0.0,,-0.0,333 VSN TAT,0.0,,-0.0,0.0
8694,5,0.0,Human,0.0,GRN,0.0,BLCK Tee,0.0,RBY Two Piece,0.0,,-0.0,WHT Otaku,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8695,6,0.0,Human,0.0,GRN,0.0,Job Tee,0.0,,-0.0,,-0.0,BLCK Soundwave,0.0,,-0.0,Bubble,0.0,,-0.0,,-0.0,SAD TAT,0.0,,-0.0,0.0
8696,4,0.0,Human,0.0,PNK-BLU,0.0,BLU BNDN Shirt,0.0,,-0.0,,-0.0,WHT Ponytail,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8697,5,0.0,Human,0.0,PNK,0.0,BONE PFA JCKT,0.0,,-0.0,,-0.0,WHT Turban,0.0,,-0.0,,-0.0,,-0.0,,-0.0,SKULL WEBZ TAT,0.0,,-0.0,0.0
8698,4,0.0,Robot,0.0,,-0.0,PNK Utility Vest,0.0,,-0.0,,-0.0,RD Spike,0.0,,-0.0,Angry,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8699,5,0.0,Demon,0.0,,-0.0,GM MONO HOODIE,0.0,PURP G-Link,0.0,,-0.0,Bunny,0.0,,-0.0,Angry,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8700,7,0.0,Human,0.0,GRN,0.0,HVY MTL HOODIE,0.0,RBY Two Piece,0.0,,-0.0,BRWN 1 Horn,0.0,,-0.0,BLCK Long Beard,0.0,,-0.0,Aviator,0.0,,-0.0,,-0.0,0.0
8701,6,0.0,Human,0.0,PNK-BLU,0.0,LLC HiTECH Dress,0.0,,-0.0,,-0.0,MEDUZA,0.0,,-0.0,,-0.0,Cross Earring,0.0,3RD Eye,0.0,,-0.0,,-0.0,0.0
8702,5,0.0,Human,0.0,BRWN,0.0,TRPPY HiTECH GOWN,0.0,,-0.0,,-0.0,YU-RD,0.0,,-0.0,,-0.0,,-0.0,,-0.0,Sword VSN  TAT,0.0,,-0.0,0.0
8703,4,0.0,Angel,0.0,,-0.0,BLU HAWAIIAN Shirt,0.0,CYN CBLE,0.0,,-0.0,BLND Stylish,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8704,6,0.0,Human,0.0,AWAKEN,0.0,BLU BNDN Shirt,0.0,Hi-TECH CBLE,0.0,MURAKAMI DRIP,0.0,NVY DRDZ,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8705,5,0.0,Human,0.0,GRN,0.0,PURP KBA JCKT,0.0,,-0.0,,-0.0,BRWN 1 Horn,0.0,,-0.0,,-0.0,,-0.0,Drip Scouter,0.0,,-0.0,,-0.0,0.0
8706,5,0.0,Demon,0.0,,-0.0,RTFKT x TM RNBW FLOWER PFA,0.0,,-0.0,MURAKAMI DRIP,0.0,BLU OCTOPUS,0.0,,-0.0,,-0.0,,-0.0,Cyber Eye Patch,0.0,,-0.0,,-0.0,0.0
8707,9,0.0,Human,0.0,RNBW,0.0,RTFKT CHROME Tee,0.0,GLD Two Piece,0.0,MURAKAMI DRIP,0.0,BRED Visor,0.0,SPLASH,0.0,SMILEY RNBW,0.0,,-0.0,BILLIONAIRE,0.0,,-0.0,,-0.0,0.0
8708,4,0.0,Human,0.0,YLLW,0.0,IRI Tech JCKT,0.0,,-0.0,,-0.0,BLU Sound Wave,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8709,4,0.0,Robot,0.0,,-0.0,ORNG HiTECH Dress,0.0,,-0.0,,-0.0,BLU Ponytailz,0.0,,-0.0,,-0.0,,-0.0,Cyborg V1,0.0,,-0.0,,-0.0,0.0
8710,5,0.0,Human,0.0,BLU,0.0,CAMO BBL Vest,0.0,,-0.0,,-0.0,Propeller Helmet,0.0,,-0.0,Angry,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8711,8,0.0,Angel,0.0,SPINNING,0.0,FLOOR Tee,0.0,,-0.0,MURAKAMI DRIP,0.0,Brain Machine,0.0,,-0.0,SMILEY RNBW,0.0,,-0.0,Eye Patch,0.0,,-0.0,,-0.0,0.0
8712,8,0.0,Human,0.0,AWAKEN,0.0,BLCK Jellyfish Tee,0.0,Hi-TECH CBLE,0.0,MURAKAMI DRIP,0.0,BLCK Bandana TECH Cap,0.0,Sword Sheath,0.0,Tan Tan Bo,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8713,6,0.0,Human,0.0,BRWN,0.0,STRIPE Tee,0.0,,-0.0,,-0.0,BLCK Hairclip,0.0,,-0.0,,-0.0,,-0.0,VSN Glasses,0.0,TRi HRUS TAT,0.0,,-0.0,0.0
8714,5,0.0,Robot,0.0,,-0.0,WAGMI Tee,0.0,GLD Two Piece,0.0,,-0.0,PIRATE,0.0,,-0.0,SPIDERZ,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8715,6,0.0,Robot,0.0,,-0.0,WHT Jellyfish Tee,0.0,CYN Two Piece,0.0,MURAKAMI DRIP,0.0,Brain Machine,0.0,,-0.0,SMILEY RNBW,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8716,6,0.0,Demon,0.0,,-0.0,BRWN TCTL Vest,0.0,SLVR G-Link,0.0,ICE,0.0,BLU Shape Up,0.0,,-0.0,,-0.0,,-0.0,Cyborg V2,0.0,,-0.0,,-0.0,0.0
8717,3,0.0,Angel,0.0,,-0.0,LLC HiTECH Dress,0.0,,-0.0,,-0.0,GRN DRDZ,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8718,5,0.0,Robot,0.0,,-0.0,HVY MTL HOODIE,0.0,,-0.0,MK2,0.0,BRWN Unkept,0.0,,-0.0,,-0.0,,-0.0,Drip Scouter,0.0,,-0.0,,-0.0,0.0
8719,6,0.0,Demon,0.0,,-0.0,Blade Melt Tee,0.0,SG-PDLCK,0.0,DRK,0.0,RD DRDZ,0.0,,-0.0,Mustache,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8720,5,0.0,Robot,0.0,,-0.0,JELLYFISH BLW UP JCKT,0.0,,-0.0,MURAKAMI DRIP,0.0,BLCK Quiff,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8721,5,0.0,Human,0.0,CLSD BRWN,0.0,BLU HAWAIIAN Shirt,0.0,,-0.0,,-0.0,PURP Shape Up,0.0,,-0.0,,-0.0,,-0.0,,-0.0,SKULL WEBZ TAT,0.0,,-0.0,0.0
8722,7,0.0,Human,0.0,CLSD BLU-PURP,0.0,GM MONO HOODIE,0.0,,-0.0,,-0.0,BLCK Cap,0.0,,-0.0,SMILE,0.0,GLD Round,0.0,,-0.0,SWRD TAT,0.0,,-0.0,0.0
8723,5,0.0,Human,0.0,BRWN,0.0,RFX Tee,0.0,,-0.0,,-0.0,Witch,0.0,,-0.0,,-0.0,,-0.0,,-0.0,TRi TAT,0.0,,-0.0,0.0
8724,6,0.0,Human,0.0,BLU,0.0,BLCK BNDN Shirt,0.0,S-PDLCK,0.0,,-0.0,WHT Horn Headband,0.0,,-0.0,Bamboo,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8725,7,0.0,Demon,0.0,,-0.0,28 JCKT,0.0,PURP G-Link,0.0,ICE,0.0,Bunny,0.0,,-0.0,Angry,0.0,,-0.0,Cyborg V2,0.0,,-0.0,,-0.0,0.0
8726,5,0.0,Robot,0.0,,-0.0,SD Tee,0.0,S-HIRE CBLE,0.0,,-0.0,BLCK Quiff,0.0,,-0.0,,-0.0,,-0.0,BTC,0.0,,-0.0,,-0.0,0.0
8727,4,0.0,Human,0.0,PNK,0.0,GM MONO HOODIE,0.0,,-0.0,,-0.0,Open Skull Helmet,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8728,5,0.0,Human,0.0,GRN,0.0,RFX Tee,0.0,ICED G-Link,0.0,,-0.0,PNK Curtains,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8729,5,0.0,Human,0.0,BLCK Surprised,0.0,BLCK BKR JCKT,0.0,,-0.0,,-0.0,GRN Shape Up,0.0,Sword Sheath,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8730,5,0.0,Demon,0.0,,-0.0,BLCK GM Tee,0.0,SLVR G-Link,0.0,DRK,0.0,BLU Long,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8731,4,0.0,Reptile,0.0,,-0.0,PURP CAMO PFA JCKT,0.0,,-0.0,ORNG,0.0,RD Stylish,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8732,7,0.0,Human,0.0,YLLW,0.0,V3 WHT SKL GRL,0.0,MRBLE G-Link,0.0,,-0.0,PNK Spiked,0.0,Robotic Arms,0.0,Ghost,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8733,6,0.0,Robot,0.0,,-0.0,WAGMI Tee,0.0,KAWAII CHRM,0.0,,-0.0,BLU Ponytailz,0.0,,-0.0,Alien,0.0,,-0.0,RD LAZER,0.0,,-0.0,,-0.0,0.0
8734,7,0.0,Human,0.0,WIDE-OPEN,0.0,BLCK TCTL Vest,0.0,,-0.0,MURAKAMI DRIP,0.0,BLU OCTOPUS,0.0,,-0.0,SMILE,0.0,,-0.0,Assault Glasses,0.0,,-0.0,,-0.0,0.0
8735,6,0.0,Human,0.0,BLU-PURP,0.0,ORNG FRSH Shirt,0.0,,-0.0,,-0.0,GRN Head Scarf,0.0,,-0.0,Lollipop,0.0,,-0.0,,-0.0,369 VSN TAT,0.0,,-0.0,0.0
8736,5,0.0,Human,0.0,BLU,0.0,MONO Fur Coat,0.0,GLD Two Piece,0.0,,-0.0,YU-BLU,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8737,5,0.0,Robot,0.0,,-0.0,Blade Melt Tee,0.0,CYN CBLE,0.0,,-0.0,Fro,0.0,,-0.0,GLD GRILLS,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8738,6,0.0,Human,0.0,BLU,0.0,BLCK PIN BKR JCKT,0.0,,-0.0,,-0.0,BLCK BWLCUT,0.0,,-0.0,Ramen,0.0,SLVR Round,0.0,,-0.0,,-0.0,,-0.0,0.0
8739,5,0.0,Robot,0.0,,-0.0,BLCK GM Tee,0.0,RD ZK-BEADZ,0.0,,-0.0,MNT Beret Braids,0.0,,-0.0,Lollipop,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8740,4,0.0,Human,0.0,BLU-PURP,0.0,Space PFA JCKT,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,SLVR Round,0.0,,-0.0,,-0.0,,-0.0,0.0
8741,5,0.0,Human,0.0,BLU,0.0,WHT PNK Fur Coat,0.0,,-0.0,,-0.0,WHT Curtains,0.0,,-0.0,Bamboo,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8742,4,0.0,Human,0.0,PNK-BLU,0.0,CLNX Tee,0.0,,-0.0,,-0.0,GOAT HRNS,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8743,6,0.0,Human,0.0,PNK-BLU,0.0,FRSH Shirt,0.0,DRIP CHRM,0.0,,-0.0,BLU Curtains,0.0,,-0.0,,-0.0,SLVR Round,0.0,,-0.0,,-0.0,,-0.0,0.0
8744,5,0.0,Human,0.0,BLCK Surprised,0.0,FLOOR Tee,0.0,,-0.0,,-0.0,Fro,0.0,,-0.0,Alien,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8745,3,0.0,Robot,0.0,,-0.0,BRED KBA JCKT,0.0,,-0.0,,-0.0,META LEOPARD TECH Cap,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8746,4,0.0,Robot,0.0,,-0.0,BLCK Tee,0.0,,-0.0,,-0.0,BLU Curtains,0.0,,-0.0,,-0.0,Gold Round Earrings,0.0,,-0.0,,-0.0,,-0.0,0.0
8747,5,0.0,Human,0.0,PNK-BLU,0.0,Future Dress,0.0,PURP ZK-BEADZ,0.0,,-0.0,BLU Braid,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8748,4,0.0,Human,0.0,PNK,0.0,THRML PFA JCKT,0.0,,-0.0,,-0.0,BLND Pigtails,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8749,5,0.0,Human,0.0,,-0.0,LIME GANG,0.0,BLCK-RD ZK-BEADZ,0.0,,-0.0,PURP Shape Up,0.0,,-0.0,,-0.0,,-0.0,Cyber Eyes,0.0,,-0.0,,-0.0,0.0
8750,8,0.0,Human,0.0,RNBW,0.0,SPACE TRIP Tee,0.0,S-PDLCK,0.0,MURAKAMI DRIP,0.0,Flower Hat,0.0,,-0.0,Organism M78.8,0.0,,-0.0,Drip Scouter,0.0,,-0.0,,-0.0,0.0
8751,4,0.0,Human,0.0,PNK-BLU,0.0,HVY MTL HOODIE,0.0,,-0.0,,-0.0,NVY DRDZ,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8752,4,0.0,Human,0.0,BLCK Surprised,0.0,Blade Melt Tee,0.0,,-0.0,,-0.0,BRWN Shaggy,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8753,4,0.0,Human,0.0,BLU,0.0,MONO Tee,0.0,,-0.0,,-0.0,BLND Curtains,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8754,5,0.0,Human,0.0,PURP,0.0,SD Tee,0.0,,-0.0,,-0.0,BLCK Party Hat,0.0,,-0.0,BLCK Long Beard,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8755,7,0.0,Robot,0.0,WIDE-OPEN,0.0,WHT Jellyfish Tee,0.0,MRBLE G-Link,0.0,MURAKAMI DRIP,0.0,BLU MoHWK,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8756,6,0.0,Angel,0.0,,-0.0,Blade Melt Tee,0.0,,-0.0,MURAKAMI DRIP,0.0,PNK BWLCUT,0.0,,-0.0,Jagged RNBW,0.0,,-0.0,SPiKED BILLIONAIRE,0.0,,-0.0,,-0.0,0.0
8757,4,0.0,Human,0.0,PNK-BLU,0.0,BLU BNDN Shirt,0.0,,-0.0,,-0.0,BLND Hairclip,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8758,4,0.0,Robot,0.0,,-0.0,ORNG FRSH Shirt,0.0,,-0.0,,-0.0,WHT Curtains,0.0,,-0.0,,-0.0,,-0.0,Assault Glasses,0.0,,-0.0,,-0.0,0.0
8759,7,0.0,Angel,0.0,,-0.0,BONE PFA JCKT,0.0,RBY Two Piece,0.0,Divine,0.0,BLND BWLCUT,0.0,,-0.0,Lollipop,0.0,,-0.0,Drip Scouter,0.0,,-0.0,,-0.0,0.0
8760,6,0.0,Reptile,0.0,AWAKEN,0.0,BLCK Jellyfish Tee,0.0,,-0.0,MURAKAMI DRIP,0.0,WHT Quiff,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8761,3,0.0,Robot,0.0,,-0.0,SPACE TRIP Tee,0.0,,-0.0,,-0.0,RD DRDZ,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8762,5,0.0,Angel,0.0,,-0.0,V5 WHT SKL GRL,0.0,CYN CBLE,0.0,,-0.0,FLME Head Scarf,0.0,,-0.0,ROBO,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8763,5,0.0,Human,0.0,PURP,0.0,STRIPE Tee,0.0,KAWAII CHRM,0.0,,-0.0,GRN Stylish,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8764,3,0.0,Robot,0.0,,-0.0,RD BBL Vest,0.0,,-0.0,,-0.0,WHT Stylish,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8765,5,0.0,Human,0.0,BLCK Surprised,0.0,ORNG HiTECH Dress,0.0,,-0.0,,-0.0,BLCK Unkept,0.0,,-0.0,SMILE,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
8766,6,0.0,Human,0.0,BLU-PURP,0.0,FLOOR Tee,0.0,ICED G-Link,0.0,,-0.0,,-0.0,,-0.0,Bubblegum,0.0,,-0.0,,-0.0,TRi HRUS TAT,0.0,,-0.0,0.0
8767,7,0.0,Human,0.0,RD CRYSTL,0.0,JS HOODIE,0.0,,-0.0,,-0.0,BLU Pigtails,0.0,,-0.0,Angry,0.0,Neo Earrings,0.0,Glass X,0.0,,-0.0,,-0.0,0.0
8768,6,0.0,Human,0.0,GRN,0.0,CAMO PFA JCKT,0.0,,-0.0,,-0.0,BLU Hacker,0.0,,-0.0,SMILE,0.0,SLVR STUD,0.0,,-0.0,,-0.0,,-0.0,0.0
8769,9,0.0,Human,0.0,PURP,0.0,PURP VARSITY JCKT,0.0,IRI Blade CHKR,0.0,MURAKAMI DRIP,0.0,BLCK Ponytail,0.0,BLCK UNDRWRLD WINGZ,0.0,PSYCHIC LAZER,0.0,,-0.0,,-0.0,TRi HRUS TAT,0.0,,-0.0,0.0
8770,5,0.0,Human,0.0,PNK-BLU,0.0,BLCK TCTL Vest,0.0,,-0.0,,-0.0,WHT Turban,0.0,,-0.0,,-0.0,,-0.0,,-0.0,369 TAT,0.0,,-0.0,0.0
8771,6,0.0,Human,0.0,PNK,0.0,PURP KBA JCKT,0.0,,-0.0,,-0.0,BLCK Soundwave,0.0,,-0.0,RNBW GRILLZ,0.0,,-0.0,,-0.0,HRUS 333 TAT,0.0,,-0.0,0.0
8772,7,0.0,Human,0.0,YLLW,0.0,BLCK Jellyfish Tee,0.0,,-0.0,MURAKAMI DRIP,0.0,WHT OCTOPUS,0.0,,-0.0,TCTL SMILE,0.0,,-0.0,,-0.0,SMLY TAT,0.0,,-0.0,0.0
